Total Word Count - Unique Word Count : (184384, 49)
designation : (1, 'nn')
theologians : (1, 'nns')
reverses : (1, 'vbz')
vatican : (1, 'np-tl')
cicognani : (1, 'np')
archbishop : (1, 'nn-tl')
canterbury : (1, 'np-tl')
augustin : (1, 'np')
secretariate : (1, 'nn-tl')
pervades : (1, 'vbz')
orthodox : (1, 'jj-tl')
discouragement : (1, 'nn')
abandon : (1, 'vb')
omnipotence : (1, 'nn')
efficacy : (1, 'nn')
apologetic : (1, 'jj')
sympathize : (1, 'vb')
booby-trap : (1, 'nn')
projections : (1, 'nns')
expenditure : (1, 'nn')
penny-wise : (1, 'jj')
eisenhhower : (1, 'np-tl')
anti-recession : (1, 'jj')
mollify : (1, 'vb')
intransigents : (1, 'nns')
tightening : (1, 'vbg')
economizing : (1, 'vbg')
battle-cry : (1, 'nn')
thirty-fourth : (1, 'od')
discussant : (1, 'nn')
non-catholic : (1, 'jj')
plentiful : (1, 'jj')
o'brien : (1, 'np')
aristotelean-thomistic : (1, 'jj')
thorough : (1, 'jj')
going-over : (1, 'nn')
reassert : (1, 'vb')
moslem : (1, 'np')
islamic : (1, 'jj')
c.a.i.p. : (1, 'np')
functioning : (1, 'vbg')
generality : (1, 'nn')
philosophical : (1, 'jj')
differences : (1, 'nns')
undeniable : (1, 'jj')
insights : (1, 'nns')
ethically : (1, 'rb')
give-and-take : (1, 'nn')
tiniest : (1, 'jjt')
pervasive : (1, 'jj')
perceive : (1, 'vb')
self-delusion : (1, 'nn')
hypnotized : (1, 'vbn')
septuagenarian's : (1, 'nn$')
dreamy : (1, 'jj')
irredentism : (1, 'nn')
pointedly : (1, 'rb')
kai-shek : (1, 'np')
subjectively : (1, 'rb')
re-enter : (1, 'vb')
bloke : (1, 'nn')
asinine : (1, 'jj')
browning's : (1, 'np$')
duchess : (1, 'nn-tl')
taipei : (1, 'np')
smarted : (1, 'vbd')
itinerary : (1, 'nn')
coolly : (1, 'rb')
translator : (1, 'nn')
feasible : (1, 'jj')
redundant : (1, 'jj')
sixty : (1, 'cd')
crucially : (1, 'rb')
liberate : (1, 'vb')
manpower : (1, 'nn')
60-1 : (1, 'cd')
6-1 : (1, 'cd')
450,000 : (1, 'cd')
contemplated : (1, 'vbn')
formosan : (1, 'jj')
conscripted : (1, 'vbn')
overtly : (1, 'rb')
perforce : (1, 'rb')
sympathies : (1, 'nns')
extirpated : (1, 'vbn')
depersonalization : (1, 'nn')
starvation : (1, 'nn')
discontent : (1, 'nn')
admirals : (1, 'nns')
fed : (1, 'vbn')
despot : (1, 'nn')
cousins : (1, 'nns')
nephews : (1, 'nns')
privations : (1, 'nns')
leninism-marxism : (1, 'np')
exegete : (1, 'nn-tl')
galvanizing : (1, 'vbg')
catalytic : (1, 'jj')
commune : (1, 'nn')
residue : (1, 'nn')
indigent : (1, 'jj')
sick : (1, 'jj')
down-and-out : (1, 'jj')
clan : (1, 'nn')
granary : (1, 'nn')
undertook : (1, 'vbd')
scarcity : (1, 'nn')
engendered : (1, 'vbn')
calamitous : (1, 'jj')
semi-independent : (1, 'jj')
extirpating : (1, 'vbg')
bleed : (1, 'vb')
bleeding : (1, 'vbg')
heightening : (1, 'vbg')
snap : (1, 'vb')
foremost : (1, 'rb')
idiocies : (1, 'nns')
vouchsafes : (1, 'vbz')
gladly : (1, 'rb')
jocularly : (1, 'rb')
planeload : (1, 'nn')
scars : (1, 'nns')
indecisiveness : (1, 'nn')
crystallization : (1, 'nn')
frontiers : (1, 'nns')
buildup : (1, 'nn')
concealed : (1, 'vbn')
strutting : (1, 'vbg')
self-deceiving : (1, 'jj')
hurriedly : (1, 'rb')
too-naked : (1, 'jj')
truth-revealing : (1, 'jj')
fog : (1, 'nn')
emergencies : (1, 'nns')
jelly : (1, 'nn')
shockingly : (1, 'ql')
governed : (1, 'vbn')
counter : (1, 'rb')
hungary-suez : (1, 'np')
reappears : (1, 'vbz')
exposes : (1, 'vbz')
cartoon : (1, 'nn')
temporally : (1, 'rb')
linked : (1, 'vbn')
tshombe-gizenga-goa-ghana : (1, 'np')
gigenza : (1, 'np')
moscow's : (1, 'np$')
rape : (1, 'vb')
strategically : (1, 'ql')
insane : (1, 'jj')
removing : (1, 'vbg')
equilibrium : (1, 'nn')
castros : (1, 'nps')
apartheid : (1, 'nn')
anti-french : (1, 'jj')
moscow-allied : (1, 'jj')
fln : (1, 'nn')
pro-europe : (1, 'jj')
$133 : (1, 'nns')
kwame : (1, 'np')
materiel : (1, 'nn')
kills : (1, 'vbz')
supinely : (1, 'rb')
bleating : (1, 'vbg')
nehru's : (1, 'np$')
five-hundred-year-old : (1, 'jj')
uni-directional : (1, 'jj')
paralysis : (1, 'nn')
constitutes : (1, 'vbz')
puzzles : (1, 'nns-hl')
goa : (1, 'np')
tito : (1, 'np')
intelligible : (1, 'jj')
dramatist : (1, 'nn')
nowadays : (1, 'rb')
broadway's : (1, 'np$')
premieres : (1, 'nns')
owes : (1, 'vbz')
agee : (1, 'np')
awkwardly : (1, 'rb')
hersey : (1, 'np')
shallow : (1, 'jj')
mountainously : (1, 'ql')
boulle : (1, 'np')
williams' : (1, 'np$')
laurents' : (1, 'np$')
imported : (1, 'vbn')
shelagh : (1, 'np')
anouilh : (1, 'np')
hostage : (1, 'nn-tl')
ireland's : (1, 'np$')
brendan : (1, 'np')
behan : (1, 'np')
camelot : (1, 'np')
white's : (1, 'np$')
tenderloin : (1, 'nn-tl')
re : (1, 'nn-tl')
wildcat : (1, 'nn-tl')
unsinkable : (1, 'jj-tl')
jaunty : (1, 'jj')
charmingly : (1, 'ql')
irma : (1, 'np')
douce : (1, 'fw-jj-tl')
dreary : (1, 'jj')
farces : (1, 'nns')
yum-yum : (1, 'np-tl')
critic's : (1, 'nn$-tl')
reconverting : (1, 'vbg')
lili : (1, 'np')
diary : (1, 'nn-tl')
fledermaus : (1, 'fw-nn-tl')
merry : (1, 'jj-tl')
oklahoma! : (1, 'np')
prevalence : (1, 'nn')
tested : (1, 'vbn')
cheap : (1, 'jj')
laudably : (1, 'rb')
hock's : (1, 'np$')
borak : (1, 'np')
playwrights : (1, 'nns')
commonplace : (1, 'jj')
yorkers : (1, 'nps')
arabian : (1, 'jj')
grecian : (1, 'np-tl')
egyptian : (1, 'jj')
inpost : (1, 'nn')
burgeoning : (1, 'vbg')
52nd : (1, 'od-tl')
curiously : (1, 'rb')
familial : (1, 'jj')
saloons : (1, 'nns')
epidermis : (1, 'nn')
boites : (1, 'fw-nns')
papier-mache : (1, 'nn')
hand-painted : (1, 'jj')
ionic : (1, 'jj-tl')
graces : (1, 'nns')
maniac : (1, 'nn')
overeager : (1, 'jj')
shirt-sleeved : (1, 'jj')
2/4 : (1, 'cd')
4/4 : (1, 'cd')
guitars : (1, 'nns')
violins : (1, 'nns')
sesame : (1, 'nn-tl')
oud : (1, 'fw-nn')
lute : (1, 'nn')
darbuka : (1, 'nn')
treelike : (1, 'jj')
roemer : (1, 'nn')
def : (1, 'fw-nn')
low-pitched : (1, 'jj')
prim : (1, 'jj')
dresses : (1, 'nns')
reappear : (1, 'vb')
harem : (1, 'nn')
ancestry : (1, 'nn')
progeny : (1, 'nn')
glides : (1, 'vbz')
sideways : (1, 'rb')
motionless : (1, 'jj')
stomach : (1, 'nn')
migrates : (1, 'vbz')
ripples : (1, 'nns')
fingertips : (1, 'nns')
shifte : (1, 'np')
telli : (1, 'np')
karshilama : (1, 'fw-np')
greetings : (1, 'nns')
bends : (1, 'nns')
striptease : (1, 'nn')
crass : (1, 'jj')
provokes : (1, 'vbz')
bombardment : (1, 'nn')
prohibit : (1, 'vb')
cosmopolitan : (1, 'jj')
slipping : (1, 'vbg')
dancers' : (1, 'nns$')
$200 : (1, 'nns')
proffered : (1, 'vbn')
bolt : (1, 'vb')
mid-shimmy : (1, 'nn')
semra : (1, 'np')
roadhouse : (1, 'nn')
bristol : (1, 'np')
voluble : (1, 'jj')
black-bearded : (1, 'jj')
murat : (1, 'np')
somay : (1, 'np')
haflis : (1, 'fw-nns')
syrians : (1, 'np')
origins : (1, 'nns')
bubbled : (1, 'vbn')
intriguingly : (1, 'rb')
jemela : (1, 'np')
gerby : (1, 'np')
textile : (1, 'nn-tl')
picnics : (1, 'nns')
waist-length : (1, 'jj')
adolescent : (1, 'jj')
patrician : (1, 'nn')
lithe : (1, 'jj')
glimmering : (1, 'vbg')
adamo : (1, 'np')
divorcee : (1, 'nn')
arabic : (1, 'jj')
manhattan's : (1, 'np$')
leila : (1, 'np')
malia : (1, 'np')
persianesque : (1, 'jj')
miniatures : (1, 'nns')
cascades : (1, 'vbz')
gloria : (1, 'np')
ziraldo : (1, 'np')
circa : (1, 'rb')
seamen : (1, 'nns')
handkerchiefs : (1, 'nns')
button-down : (1, 'jj')
painters : (1, 'nns')
oskar : (1, 'np')
kokoschka : (1, 'np')
unawareness : (1, 'nn')
half-forgotten : (1, 'jj')
expressionist : (1, 'nn')
egon : (1, 'np')
critics' : (1, 'nns$')
landau : (1, 'np')
angular : (1, 'jj')
knobby-knuckled : (1, 'jj')
painfully : (1, 'ql')
stretched : (1, 'vbn')
grotesquely : (1, 'ql')
foreshortened : (1, 'vbn')
murky : (1, 'jj')
cityscapes : (1, 'nns')
swallowed : (1, 'vbn')
gloom : (1, 'nn')
boldest : (1, 'jjt')
fascination : (1, 'nn')
stationmaster : (1, 'nn')
drowsy : (1, 'jj')
danubian : (1, 'np')
tulln : (1, 'np')
schoolwork : (1, 'nn')
tantrums : (1, 'nns')
defecated : (1, 'vbn')
impressionists : (1, 'nns')
mosaic-like : (1, 'jj')
gustav : (1, 'np')
klimt : (1, 'np')
evolved : (1, 'vbd')
inhibitions : (1, 'nns')
roundly : (1, 'rb')
disgusting : (1, 'jj')
erotica : (1, 'nns')
jailed : (1, 'vbn')
spittle : (1, 'nn')
hand-me-down : (1, 'jj')
homemade : (1, 'jj')
collars : (1, 'nns')
scrounging : (1, 'vbg')
butts : (1, 'nns')
vienna's : (1, 'np$')
gutters : (1, 'nns')
rebelliously : (1, 'rb')
wangled : (1, 'vbd')
billet : (1, 'nn')
moneymaking : (1, 'jj')
sexuality : (1, 'nn')
morbid-minded : (1, 'jj')
lust : (1, 'nn')
ruthless : (1, 'jj')
self-portraits : (1, 'nns')
stringy : (1, 'jj')
contorted : (1, 'vbn')
strangely : (1, 'ql')
naked : (1, 'jj')
half-dressed : (1, 'jj')
muffled : (1, 'vbn')
primly : (1, 'rb')
tauntingly : (1, 'rb')
twentieth : (1, 'od-tl')
blueprint : (1, 'nn')
uninitiated : (1, 'jj')
apotheosis : (1, 'nn')
solemn : (1, 'jj')
consecration : (1, 'nn')
journals : (1, 'nns')
ceased : (1, 'vbd')
world-shaking : (1, 'jj')
marxist : (1, 'np')
twelve-hour : (1, 'jj')
interminable : (1, 'jj')
formulas : (1, 'nns')
proletariat : (1, 'nn')
democratization : (1, 'nn')
rotation : (1, 'nn')
bureaucracy : (1, 'nn')
uniformly : (1, 'rb')
wage-earning : (1, 'jj')
progressively : (1, 'rb')
thrives : (1, 'vbz')
profitable : (1, 'jj')
admissions : (1, 'nns')
sickness : (1, 'nn')
old-age : (1, 'nn')
skate : (1, 'vb')
producing : (1, 'vbg')
obsessive : (1, 'jj')
malenkov : (1, 'np')
kaganovich : (1, 'np')
eighty-year-old : (1, 'jj')
voroshilov : (1, 'np')
rents : (1, 'nns')
quarrels : (1, 'nns')
non-stop : (1, 'nn')
mikoyan : (1, 'np')
denial : (1, 'nn')
averting : (1, 'vbg')
coincide : (1, 'vb')
variant : (1, 'nn')
whipping-boys : (1, 'nns')
deteriorated : (1, 'vbn')
en-lai's : (1, 'np$')
epoch-making : (1, 'jj')
twenty-year : (1, 'jj')
en-lai : (1, 'np')
marxist-leninist : (1, 'np')
dictatorial : (1, 'jj')
undemocratic : (1, 'jj')
abusive : (1, 'jj')
liar : (1, 'nn')
bully : (1, 'nn')
restored : (1, 'vbn')
chinese-soviet : (1, 'jj')
enver : (1, 'np')
hoxa : (1, 'np')
malaise : (1, 'nn')
bombastic : (1, 'jj')
prophecies : (1, 'nns')
decay : (1, 'nn')
russo-american : (1, 'jj')
suspicions : (1, 'nns')
shameful : (1, 'jj')
indicative : (1, 'jj')
malinovsky : (1, 'np')
exalting : (1, 'vbg')
appease : (1, 'vb')
canceling : (1, 'vbg')
peace-treaty : (1, 'nn')
liberating : (1, 'vbg')
crusading : (1, 'vbg')
infernally : (1, 'rb')
misty : (1, 'jj')
anti-communists : (1, 'nns')
foggy : (1, 'jj')
teen-age : (1, 'jj')
tramped : (1, 'vbd')
damp : (1, 'jj')
fog-enshrouded : (1, 'jj')
life-and-death : (1, 'nn')
supremacy : (1, 'nn')
bolivar : (1, 'np')
norborne : (1, 'np')
camouflage : (1, 'nn')
garb : (1, 'nn')
helmets : (1, 'nns')
unloaded : (1, 'vbn')
m-1 : (1, 'nn')
shiloh : (1, 'np')
sheriffs : (1, 'nns')
collinsville : (1, 'np')
operative : (1, 'jj')
m-4 : (1, 'nn')
undismayed : (1, 'jj')
lauchli's : (1, 'np$')
6:30 : (1, 'cd')
deactivated : (1, 'vbn')
tortuous : (1, 'jj')
jeep : (1, 'nn')
trails : (1, 'nns')
creek-filled : (1, 'jj')
concealment : (1, 'nn')
outpost : (1, 'nn')
atop : (1, 'in')
grenades : (1, 'nns')
skirmish : (1, 'nn')
camouflaged : (1, 'vbn')
encampment : (1, 'nn')
rapid-fire : (1, 'nn')
participated : (1, 'vbd')
nathan : (1, 'np')
recitals : (1, 'nns')
slashing : (1, 'vbg')
demon-ridden : (1, 'jj')
unlocks : (1, 'vbz')
incandescent : (1, 'jj')
noblest : (1, 'jjt')
surpass : (1, 'vb')
shredding : (1, 'vbg')
glittering : (1, 'vbg')
spitting : (1, 'vbg')
flounders : (1, 'vbz')
lets : (1, 'vbz')
sprawl : (1, 'vb')
mysterious : (1, 'jj')
alchemy : (1, 'nn')
schumann's : (1, 'np$')
manfred : (1, 'np')
byronic : (1, 'jj')
hindemith's : (1, 'np$')
joust : (1, 'nn')
weber : (1, 'np')
transluscent : (1, 'jj')
buoyant : (1, 'jj')
astringent : (1, 'jj')
coarsened : (1, 'vbn')
lacks : (1, 'vbz')
wieland : (1, 'np')
wolfgang : (1, 'np')
sawallisch : (1, 'np')
sawalisch : (1, 'np')
parsifal : (1, 'np')
knappertsbusch : (1, 'np')
meistersinger : (1, 'nps-tl')
rudolf : (1, 'np')
kempe : (1, 'np')
casts : (1, 'nns')
lotte : (1, 'np')
lehmann : (1, 'np')
bumbry : (1, 'np')
venus : (1, 'np')
absurdities : (1, 'nns')
bolshoi : (1, 'np-tl')
leningrad-kirov : (1, 'np-tl')
cradle : (1, 'nn')
maryinsky : (1, 'np')
howl : (1, 'nn')
booker : (1, 'nn')
notified : (1, 'vbd')
balletomane : (1, 'nn')
budge : (1, 'vb')
lena : (1, 'np')
horne : (1, 'np')
queried : (1, 'vbn')
impasse : (1, 'nn')
minus : (1, 'in')
bookers : (1, 'nns')
cancellation : (1, 'nn')
richest : (1, 'jjt')
bookings : (1, 'nns')
reopen : (1, 'vb')
meadows : (1, 'nns-tl')
mondays : (1, 'nrs')
cibula's : (1, 'np$')
828 : (1, 'cd-tl')
abstractions : (1, 'nns')
semi-abstractions : (1, 'nns')
everett : (1, 'np')
mcnear : (1, 'np')
cushion : (1, 'vb')
leni : (1, 'np')
bauer-ecsy : (1, 'np')
giovanni : (1, 'np')
zeffirelli : (1, 'np')
h : (1, 'np')
scribbled : (1, 'vbn')
lark : (1, 'nn-tl')
lurking : (1, 'vbg')
rugged : (1, 'jj')
eccentrics : (1, 'nns')
devastating : (1, 'vbg')
collisions : (1, 'nns')
stockbroker : (1, 'nn')
countryman : (1, 'nn')
blandly : (1, 'ql')
boisterous : (1, 'jj')
chronicled : (1, 'vbn')
bates' : (1, 'np$')
humaine : (1, 'fw-jj')
pinkie : (1, 'np')
affluence : (1, 'nn')
longing : (1, 'nn')
atrociously : (1, 'ql')
junior-grade : (1, 'jj')
pageant : (1, 'nn')
courtiers : (1, 'nns')
sorcery : (1, 'nn-hl')
horror : (1, 'nn')
wasteland : (1, 'nn')
eliot : (1, 'np')
conjures : (1, 'vbz')
herds : (1, 'nns')
deer : (1, 'nns')
embodies : (1, 'vbz')
stained-glass : (1, 'nn')
unpremeditated : (1, 'jj')
patinas : (1, 'nns')
planks : (1, 'nns')
dungeon : (1, 'nn')
kitchens : (1, 'nns')
spaciousness : (1, 'nn')
cooks : (1, 'nns')
table-tennis : (1, 'nn')
mendacious : (1, 'jj')
manse : (1, 'nn')
rolls-royce : (1, 'np')
flyer : (1, 'nn')
capital-gains : (1, 'nns')
saddled : (1, 'vbn')
fox's : (1, 'nn$')
larkin's : (1, 'np$')
piccadilly : (1, 'np')
havoc : (1, 'nn')
oneupmanship : (1, 'nn')
larkins : (1, 'nps')
restock : (1, 'vb')
tangled : (1, 'vbn')
poaches : (1, 'vbz')
nourishment : (1, 'nn')
kipling's : (1, 'np$')
potting : (1, 'vbg')
quart : (1, 'nn')
dines : (1, 'vbz')
miguel : (1, 'np')
cervantes' : (1, 'np$')
sixty-eighth : (1, 'od-tl')
playhouses : (1, 'nns-tl')
visualization : (1, 'nn')
illustrious : (1, 'jj')
escapades : (1, 'nns')
tragi-comic : (1, 'jj')
seventeenth-century : (1, 'nn')
spain : (1, 'np')
abbreviated : (1, 'vbn')
rendering : (1, 'nn')
chivalry : (1, 'nn')
affectingly : (1, 'rb')
nevsky : (1, 'np')
lanky : (1, 'jj')
nobility : (1, 'nn')
absurdity : (1, 'nn')
poignant : (1, 'jj')
addle-brained : (1, 'jj')
self-appointed : (1, 'jj')
armor : (1, 'nn')
museums : (1, 'nns')
chivalrous : (1, 'jj')
knight-errantry : (1, 'nn')
cervantes : (1, 'np')
gaunt : (1, 'jj')
soberly : (1, 'rb')
sincerely : (1, 'rb')
hypocrites : (1, 'nns')
rogues : (1, 'nns')
caricature : (1, 'vb')
deep-eyed : (1, 'jj')
bony : (1, 'jj')
crackpot : (1, 'nn')
grigory : (1, 'np')
kozintsev : (1, 'np')
tempo : (1, 'nn')
studiously : (1, 'ql')
develops : (1, 'vbz')
shining : (1, 'vbg')
impious : (1, 'jj')
abetted : (1, 'vbn')
stilted : (1, 'jj')
dubbed : (1, 'vbn')
richness : (1, 'nn')
roughness : (1, 'nn')
helpfully : (1, 'rb')
conveyed : (1, 'vbn')
tolubeyev : (1, 'np')
comedians : (1, 'nns')
grotesque : (1, 'jj')
broader : (1, 'jjr')
oftentimes : (1, 'rb')
buffoons : (1, 'nns')
concludes : (1, 'vbz')
facetiously : (1, 'rb')
wearisome : (1, 'jj')
poignancy : (1, 'nn')
thenceforth : (1, 'rb')
windmill : (1, 'nn')
deathbed : (1, 'nn')
wonderfulness : (1, 'nn')
finely : (1, 'ql')
costumed : (1, 'vbn')
photographed : (1, 'vbn')
ten-minute : (1, 'jj')
haunts : (1, 'nns')
uneasy : (1, 'jj')
chicago-style : (1, 'jj')
trimmings : (1, 'nns')
portentous : (1, 'jj')
hypothesis : (1, 'nn')
nbc-tv : (1, 'nn')
slotted : (1, 'vbn')
all-star : (1, 'jj-tl')
lionel : (1, 'np')
hampton's : (1, 'np$')
free-wheeling : (1, 'jj')
interaction : (1, 'nn')
hearer : (1, 'nn')
crosby's : (1, 'np$')
rudderless : (1, 'jj')
luminaries : (1, 'nns')
soloists' : (1, 'nns$')
closeups : (1, 'nns')
considerately : (1, 'rb')
faulted : (1, 'vbn')
in-person : (1, 'nn')
teagarden : (1, 'np')
krupa : (1, 'np')
cyr : (1, 'np')
lil : (1, 'np')
seeley : (1, 'np')
garry : (1, 'np')
host : (1, 'nn')
script's : (1, 'nn$')
zoomed : (1, 'vbd')
closeup : (1, 'jj')
poles : (1, 'nns')
reinforced : (1, 'vbd')
teens : (1, 'nns')
cleverly : (1, 'rb')
auxiliary : (1, 'nn')
evening's : (1, 'nn$')
clip : (1, 'nn')
bix : (1, 'np')
beiderbecke : (1, 'np')
trumpeter : (1, 'nn')
wink : (1, 'nn')
inquisitive : (1, 'jj')
newcomer : (1, 'nn')
bygone : (1, 'jj')
not-quite-perfect : (1, 'jj')
network's : (1, 'nn$')
donizetti's : (1, 'np$')
salvos : (1, 'nns')
ovation : (1, 'nn')
disconcerting : (1, 'jj')
waxed : (1, 'vbd')
applause-happy : (1, 'jj')
operagoers : (1, 'nns')
stylization : (1, 'nn')
trill : (1, 'nn')
topped : (1, 'vbd')
ecstasy : (1, 'nn')
unfolding : (1, 'vbg')
coloratura : (1, 'nn')
immersed : (1, 'vbn')
outburst : (1, 'nn')
mastery : (1, 'nn')
sopranos : (1, 'nns')
nervousness : (1, 'nn')
blemishes : (1, 'nns')
fullness : (1, 'nn')
aurally : (1, 'rb')
spell-binding : (1, 'jj')
dramatically : (1, 'rb')
silvio : (1, 'np')
varviso : (1, 'np')
injected : (1, 'vbd')
singers' : (1, 'nns$')
edgardo : (1, 'np')
bel : (1, 'fw-jj')
canto : (1, 'fw-nn')
serviceable : (1, 'jj')
tenda : (1, 'np')
sonambula : (1, 'fw-nn-tl')
ping-pong : (1, 'np')
sp-44001 : (1, 'np')
interruptions : (1, 'nns')
sundry : (1, 'jj')
jackets : (1, 'nns')
directionality : (1, 'nn')
placement : (1, 'nn')
nearer : (1, 'jjr')
advantages : (1, 'nns')
monaural : (1, 'jj')
microphoning : (1, 'nn')
clue : (1, 'nn')
xylophones : (1, 'nns')
castanets : (1, 'nns')
volley : (1, 'nn')
sp-44006 : (1, 'np')
keating's : (1, 'np$')
kombo : (1, 'np')
tingling : (1, 'vbg')
moods : (1, 'nns-tl')
sp-44005 : (1, 'np')
sp-44002 : (1, 'np')
frequencies : (1, 'nns')
brassy : (1, 'jj')
pianos : (1, 'nns-tl')
sp-44007 : (1, 'np')
gratifyingly : (1, 'ql')
resultant : (1, 'jj')
masking : (1, 'nn')
potentialities : (1, 'nns')
manage : (1, 'vb')
imprimatur : (1, 'nn')
impeccably : (1, 'rb')
unimpeachable : (1, 'jj')
studios : (1, 'nns')
cadre : (1, 'nn')
librarians : (1, 'nns')
interiors : (1, 'nns')
architectural : (1, 'jj')
paraphernalia : (1, 'nn')
complied : (1, 'vbn')
alas : (1, 'uh')
set's : (1, 'nn$')
unrealistic : (1, 'jj')
meticulously : (1, 'ql')
involves : (1, 'vbz')
intrigues : (1, 'nns')
traced : (1, 'vbn')
gospels : (1, 'nps')
murrow : (1, 'np')
unauthentic : (1, 'jj')
storylines : (1, 'nns')
corners : (1, 'nns')
future-day : (1, 'jj')
gibbon : (1, 'np')
macaulay : (1, 'np')
ignorant : (1, 'jj')
francois : (1, 'np')
hungarian-born : (1, 'jj')
jenni : (1, 'np')
acoustics : (1, 'nns')
misgauged : (1, 'vbn')
jenni's : (1, 'np$')
vying : (1, 'vbg')
overdriving : (1, 'vbg')
drawback : (1, 'nn')
mozart's : (1, 'np$')
526 : (1, 'cd')
clattered : (1, 'vbd')
noisily : (1, 'rb')
brahm's : (1, 'np$')
artists' : (1, 'nns$')
large-scale : (1, 'nn')
eschews : (1, 'vbz')
vibrato : (1, 'nn')
brahmsian : (1, 'jj')
fleming : (1, 'np')
refers : (1, 'vbz')
nickname : (1, 'nn')
work's : (1, 'nn$')
melodically : (1, 'ql')
capricious : (1, 'jj')
ravel-like : (1, 'jj')
wornout : (1, 'jj')
conjugal : (1, 'jj')
felicity : (1, 'nn')
smack : (1, 'vb')
dohnanyi : (1, 'np')
hubay : (1, 'np')
paganini : (1, 'np')
virtuoso : (1, 'nn')
sleeve : (1, 'nn')
sarasate : (1, 'np')
saint-saens : (1, 'np')
greek-born : (1, 'jj')
keyboard : (1, 'nn')
virtuosity : (1, 'nn')
deep-sounding : (1, 'jj')
filagree : (1, 'nn')
treble : (1, 'nn')
kabalevsky : (1, 'np-tl')
preludes : (1, 'nns-tl')
songful : (1, 'jj')
romanticism : (1, 'nn')
bravura : (1, 'nn')
xydis' : (1, 'np$')
mendelssohn's : (1, 'np$')
serieuses : (1, 'fw-jj-tl')
haydn's : (1, 'np$')
e : (1, 'nn-tl')
unfailingly : (1, 'ql')
chopin's : (1, 'np$')
lapse : (1, 'nn')
marred : (1, 'vbn')
poorest : (1, 'jjt')
technicalities : (1, 'nns')
abridged : (1, 'vbn')
counter-moves : (1, 'nns')
retreat : (1, 'nn')
ill-prepared : (1, 'jj')
ill-equipped : (1, 'jj')
outmaneuvered : (1, 'vbn')
outfought : (1, 'vbn')
outgeneraled : (1, 'vbn')
gurkhas : (1, 'nps')
bitterly : (1, 'rb')
battles : (1, 'nns')
jungles : (1, 'nns')
priorities : (1, 'nns')
burmese : (1, 'jj')
well-written : (1, 'jj')
anecdotes : (1, 'nns')
self-critical : (1, 'jj')
remaking : (1, 'vbg-hl')
unending : (1, 'jj')
myriad : (1, 'jj')
remnants : (1, 'nns')
enlightening : (1, 'jj')
noncombatant : (1, 'jj')
hygiene : (1, 'nn')
scanty : (1, 'jj')
logistics : (1, 'nn')
airdrops : (1, 'nns')
airstrips : (1, 'nns')
barges : (1, 'nns')
bolder : (1, 'jjr')
depresses : (1, 'vbz')
commanders : (1, 'nns')
marched : (1, 'vbd')
495 : (1, 'cd')
encumbered : (1, 'vbn')
humanitarian : (1, 'jj')
mutilation : (1, 'nn')
uncomplainingly : (1, 'rb')
bunch : (1, 'nn')
buckaroos : (1, 'nns')
choir : (1, 'nn-tl')
loped : (1, 'vbd')
corralling : (1, 'vbg')
high-minded : (1, 'jj')
choir's : (1, 'nn$')
geroge : (1, 'np')
twenty-six : (1, 'cd')
motets : (1, 'nns')
pergolesi's : (1, 'np$')
stabat : (1, 'fw-vbd-tl')
mater : (1, 'fw-nn-tl')
carols : (1, 'nns-tl')
well-balanced : (1, 'jj')
untrained : (1, 'jj')
unsettled : (1, 'vbn')
shrillness : (1, 'nn')
earsplitting : (1, 'jj')
waver : (1, 'nn')
bleat : (1, 'nn')
prodigies : (1, 'nns')
tempos : (1, 'nns')
istvan : (1, 'np')
szelenyi : (1, 'np')
stylish : (1, 'jj')
dixon : (1, 'np')
motet : (1, 'nn')
enchantingly : (1, 'rb')
schockler : (1, 'np')
stomped : (1, 'vbn')
cowboy : (1, 'nn')
costume : (1, 'nn')
mazowsze : (1, 'np')
three-week : (1, 'jj')
high-spirited : (1, 'jj')
nonstop : (1, 'nn')
pauses : (1, 'nns')
gleaned : (1, 'vbn')
mira : (1, 'np')
ziminska-sygietynska : (1, 'np')
selectively : (1, 'rb')
professionally : (1, 'rb')
flirtatious : (1, 'jj')
identifiable : (1, 'jj')
krakowiak : (1, 'np')
closes : (1, 'vbz')
witold : (1, 'np')
zapala : (1, 'np')
moniuszko's : (1, 'np$')
strasny : (1, 'np')
dwor' : (1, 'np')
polonaise : (1, 'nn')
tatras : (1, 'nps')
on-stage : (1, 'jj')
brooke : (1, 'np')
kerr's : (1, 'np$')
daisies : (1, 'nns')
stamped : (1, 'vbn')
arty : (1, 'jj')
adopts : (1, 'vbz')
fledgling : (1, 'nn')
hires : (1, 'vbz')
hero's : (1, 'nn$')
sweetheart-secretary : (1, 'nn')
heffernan : (1, 'np')
edgy : (1, 'jj')
head-in-the-clouds : (1, 'jj')
flawless : (1, 'jj')
providence's : (1, 'np$')
century-fox : (1, 'np-tl')
dizzy : (1, 'jj')
coletta : (1, 'np')
angriest : (1, 'jjt')
chap : (1, 'nn')
embittered : (1, 'vbn')
scoundrel : (1, 'nn')
finger-tips : (1, 'nns')
eroded : (1, 'vbn')
irritations : (1, 'nns')
unsuccessful : (1, 'jj')
lingers : (1, 'vbz')
overcomes : (1, 'vbz')
awfully : (1, 'ql')
talky : (1, 'jj')
groom : (1, 'np')
proficient : (1, 'jj')
shriek : (1, 'nn')
